name,age,age_group,country,handedness,home_location_type,sleep,sleep_group,tertiary_qualifications
Jean Valdez,27,2,1,1,1,6.0,1,1
Nathan Payne,13,1,2,1,2,8.5,2,1
Brian Jones,59,5,1,2,1,7.5,2,1
Kenneth Flynn,16,1,1,1,1,7.0,2,1
Linda Dean,14,1,1,2,1,4.5,1,1
Richard Garcia MD,53,5,4,1,1,7.0,2,1
Sharon Gonzales,34,3,2,1,1,6.0,1,1
Thomas Rogers,18,1,1,2,2,9.0,3,1
Kelsey Foster,27,2,1,1,1,6.0,1,1
Brandon Coleman,67,6,1,1,2,6.5,1,3
Melanie Carroll,93,8,1,1,3,5.0,1,2
Christopher Hill,48,4,1,1,3,8.5,2,1
Noah Lewis,99,8,4,3,1,4.0,1,3
Jared Cortez,55,5,4,1,2,6.0,1,1
Amy Allen,50,5,3,2,1,8.5,2,1
Lisa Patterson,76,7,1,1,3,8.5,2,1
Kimberly Baker,70,7,2,2,2,4.0,1,1
Mallory Galloway,16,1,4,1,2,6.5,1,1
Alexandria Wilson,15,1,2,1,1,8.0,2,1
Mary Garcia,46,4,1,1,1,7.5,2,1
Monica Coleman,33,3,2,1,2,7.5,2,2
Stephanie Jones,29,2,4,1,1,9.0,3,1
Kelly Woodward,14,1,1,1,1,6.5,1,1
Maurice Anderson,9,1,1,2,1,6.5,1,1
William Jordan,41,4,4,1,2,6.5,1,1
Gregory Gonzalez,48,4,1,1,1,6.0,1,1
Sarah Anderson,84,8,1,1,3,8.0,2,1
Alvin Aguilar,26,2,1,1,1,5.5,1,1
Adam Flores,21,2,1,1,2,7.0,2,2
Steven Greer,31,3,3,1,3,11.0,3,1
Paige Johnson,81,8,3,2,2,6.5,1,2
Dana Roberts,93,8,1,2,2,9.5,3,1
Howard Morrison,69,6,2,1,1,8.0,2,1
Joshua Turner,89,8,1,1,3,9.5,3,1
Alicia Ruiz,40,4,1,3,1,7.5,2,1
Robert Johnson,39,3,2,1,1,9.0,3,1
Jeffrey Walker,22,2,3,1,1,10.0,3,1
Jennifer Martin,15,1,1,1,3,10.0,3,1
Jonathan Gardner,49,4,2,1,3,6.5,1,1
Elizabeth Horton,49,4,4,2,1,7.0,2,1
Michael Lee,41,4,1,2,3,7.0,2,1
Kimberly Fleming,85,8,1,2,3,7.0,2,1
Dennis Mata,10,1,1,1,2,6.5,1,1
Jasmine Maddox,46,4,2,1,1,6.5,1,2
Leslie Cochran,8,1,3,1,3,6.0,1,1
Andrew King,78,7,4,1,3,8.0,2,1
Andrea Zavala,23,2,1,1,2,6.5,1,1
Arthur Sweeney,9,1,1,1,2,5.5,1,1
Crystal Johnson,44,4,2,1,1,8.0,2,1
Casey Brown,46,4,4,1,1,9.0,3,1
Kristi Lopez,65,6,2,1,1,8.5,2,2
Curtis Curtis,52,5,4,1,1,6.5,1,2
Tara Harris,37,3,3,1,1,10.5,3,1
Terry Rodriguez,95,8,3,1,1,7.0,2,1
Jill Gregory DDS,49,4,3,1,3,8.0,2,1
Corey Schneider,59,5,3,1,2,7.5,2,2
Jamie Hurley,75,7,1,1,1,5.0,1,1
Robert Lane,16,1,2,1,2,7.5,2,1
John Livingston,32,3,3,1,3,6.5,1,1
Shaun Beck,86,8,1,1,1,6.5,1,1
Christina Francis,94,8,2,1,2,7.5,2,1
Daniel Young,48,4,3,1,1,7.0,2,1
Connie Schmitt,83,8,1,1,1,5.0,1,1
Fred Bond,37,3,4,1,1,7.0,2,1
Carla Camacho,35,3,1,2,2,8.0,2,1
Louis Carrillo,51,5,3,1,3,7.0,2,2
Anthony Reyes,21,2,1,1,1,7.5,2,1
Natalie Fields,48,4,1,1,3,9.5,3,1
Thomas Wright,24,2,1,2,1,7.5,2,1
Chase King,72,7,3,1,2,8.0,2,1
Jimmy Robinson,33,3,4,1,3,5.0,1,2
Allison Mosley,29,2,1,1,3,8.0,2,1
Brian Richard,57,5,1,1,1,6.0,1,1
Hailey Shelton,68,6,1,1,3,6.5,1,1
Sergio Dudley,53,5,2,1,2,9.5,3,1
Jason Sanders,28,2,3,1,3,8.0,2,1
Brent Griffin,58,5,4,1,1,7.5,2,1
Danielle Blake,12,1,1,1,1,9.0,3,1
Christina Mcdaniel,31,3,4,1,3,7.5,2,2
Christopher Howell,74,7,1,1,2,8.0,2,1
Tammy Kelly,8,1,4,1,3,7.5,2,1
Tracy Franco,59,5,1,2,2,7.0,2,3
Lori Jacobson,75,7,3,1,3,10.0,3,1
Ruth Pitts,50,5,1,2,1,5.5,1,1
Brian Sherman,74,7,1,1,3,6.5,1,2
Michael Todd,37,3,1,1,1,7.0,2,1
Beth Campbell,96,8,2,1,3,8.0,2,1
Jonathon Walls,37,3,1,1,3,10.0,3,1
Rose Jones,79,7,1,1,1,6.5,1,1
Anna Scott,37,3,4,1,3,5.5,1,3
Kevin Carpenter,25,2,3,1,1,7.5,2,1
Linda Moreno,46,4,2,1,2,9.0,3,1
Nicholas Ramirez,84,8,1,1,1,7.0,2,2
Sharon Mclaughlin,86,8,1,3,1,5.0,1,2
James Shaw,28,2,1,1,1,7.0,2,1
Daniel Dennis,78,7,4,1,1,8.5,2,1
Rebecca Simpson,12,1,4,1,2,8.5,2,1
Drew Scott,33,3,1,1,1,5.5,1,1
Gabrielle Chang,16,1,4,1,1,7.0,2,1
Craig Leonard,45,4,1,2,1,8.0,2,2
Aaron Flynn,49,4,1,1,1,7.0,2,1
Laura Smith,26,2,2,1,1,6.5,1,1
Heather Green,13,1,1,1,1,7.5,2,1
Dawn Kramer,11,1,1,1,1,7.5,2,1
Juan Key,18,1,1,1,3,6.0,1,1
Nathaniel Moreno DVM,35,3,1,3,3,6.0,1,1
Joanna Cline,25,2,4,3,1,6.5,1,1
Joel Parsons,14,1,2,2,2,13.0,3,1
Anthony Kane,47,4,1,1,3,8.0,2,1
Donald Hester,44,4,1,1,3,6.0,1,1
Eric Wu,50,5,4,1,1,7.0,2,1
Matthew Saunders,73,7,1,2,3,4.0,1,1
Maria Bautista,20,2,1,1,2,4.5,1,1
Michael King,11,1,4,1,3,8.0,2,1
Kristen Harris,78,7,2,1,1,5.0,1,3
Tammy Baker,31,3,2,1,1,10.5,3,1
Melissa Cline,95,8,2,1,1,8.0,2,1
Nathaniel Austin,10,1,1,1,1,8.5,2,1
Alexis Riley,22,2,3,1,1,12.5,3,1
Shelley Morales,41,4,3,1,3,6.5,1,1
Emily Carter,16,1,1,1,1,7.0,2,1
Kylie Dickson,37,3,3,1,3,6.5,1,1
John Cowan,14,1,4,2,2,11.5,3,1
Bruce Baker,17,1,1,3,2,7.5,2,1
Mackenzie Kramer,85,8,4,2,1,8.0,2,1
Sherry Baker,96,8,3,1,3,9.0,3,1
Jeanette Rubio,25,2,1,1,1,8.5,2,1
Ernest Velez,72,7,2,1,1,10.0,3,1
Elizabeth Burnett,73,7,1,1,2,2.5,1,1
Joann Gomez,36,3,4,1,3,7.5,2,1
Steven Mills,36,3,2,1,1,8.0,2,1
Julia Walker,38,3,2,1,2,9.0,3,1
Angie Colon,39,3,1,1,3,5.0,1,1
Jesse Anderson,84,8,1,1,3,4.5,1,1
Travis Jones,41,4,1,2,1,5.0,1,1
Monica Huff,70,7,3,1,2,8.5,2,1
Edward Dixon,35,3,4,1,1,6.5,1,2
Kristen Ruiz,26,2,1,3,1,9.0,3,1
Gregory Parker,82,8,2,2,1,8.5,2,1
Lauren Hernandez,98,8,2,1,1,4.0,1,1
Sophia Guzman,13,1,1,1,1,5.5,1,1
Patricia Strong,32,3,3,1,1,8.5,2,1
Ryan Shaw,95,8,3,1,1,5.0,1,3
William Nelson,63,6,1,3,1,6.5,1,1
Rebecca Brown,12,1,2,1,1,6.5,1,1
Crystal Carey,75,7,1,1,3,8.0,2,1
Bradley Watson,25,2,4,1,2,7.5,2,2
Jason Harrison,28,2,1,2,1,7.0,2,1
Dana Robinson,72,7,4,1,1,8.5,2,3
Tristan Webb,23,2,1,1,1,9.0,3,1
Adam Lozano,40,4,1,1,2,8.0,2,1
Rachel Perkins,50,5,1,1,2,6.0,1,1
Donald Morales,11,1,2,1,3,7.0,2,1
Kevin Fuller,55,5,1,1,2,10.5,3,2
Amy Jones,46,4,2,1,1,6.5,1,1
Ashley Armstrong,82,8,1,1,1,6.5,1,2
Mary Mack,45,4,2,1,2,7.5,2,1
Daniel Baker,13,1,3,1,2,10.5,3,1
Joshua Young,16,1,4,1,3,8.5,2,1
Elizabeth Cook,57,5,4,1,1,7.5,2,2
Colleen Brown,59,5,1,2,2,7.5,2,1
Miss Kim Allen,68,6,2,1,1,7.0,2,1
Brent Cook,53,5,4,1,2,7.5,2,1
Michelle Pearson,90,8,1,3,3,7.0,2,1
Taylor Maldonado,9,1,1,1,2,8.0,2,1
Nicole Holmes,45,4,4,1,1,5.5,1,1
Willie Cummings,39,3,2,1,2,10.0,3,1
Pamela Luna,44,4,3,1,2,8.0,2,3
Jasmine Mayer,71,7,4,1,3,4.5,1,1
Patricia Webster,90,8,2,1,1,8.0,2,1
Aaron Bryant,36,3,1,1,1,6.0,1,1
Amy Fleming,84,8,4,1,2,6.5,1,2
Mary Anthony,38,3,1,1,1,9.0,3,2
Lauren Richardson DVM,71,7,4,1,2,8.5,2,1
Amy Patterson,24,2,2,1,1,10.5,3,1
Sarah Morgan,87,8,1,3,3,8.5,2,1
Mr. Randall Mahoney,64,6,1,1,1,5.5,1,1
Katherine Johnson,50,5,4,1,1,8.0,2,2
Heidi Martin,49,4,2,3,1,9.5,3,2
Wanda Fletcher,62,6,1,1,1,9.0,3,1
Matthew Garcia,75,7,1,1,2,5.0,1,1
Mark Parker,98,8,4,1,2,5.0,1,1
Steven Winters,38,3,1,1,2,8.0,2,1
Heather Hall,52,5,1,2,2,5.0,1,1
Scott Cohen,50,5,2,1,2,7.5,2,2
Elizabeth Johnson,17,1,1,2,2,9.0,3,1
Daniel Jacobs,32,3,1,3,3,6.0,1,1
Nicolas Simmons,33,3,1,1,1,6.5,1,1
Brian Hartman,26,2,1,1,1,7.0,2,2
Kelli Mitchell,60,6,2,2,1,10.5,3,2
Megan Jackson,25,2,3,1,3,6.5,1,1
Justin Robinson,65,6,4,2,1,5.5,1,1
Todd Smith,79,7,1,1,1,6.5,1,1
Patricia Wilson,12,1,4,1,1,6.5,1,1
Jose Chandler,10,1,1,1,3,13.0,3,1
Nichole Parsons,34,3,4,1,3,9.0,3,2
Patrick Wilkins,43,4,2,2,1,9.5,3,1
Amber Harvey,66,6,4,1,1,5.5,1,2
Kristin Lopez,65,6,1,2,1,6.0,1,1
Judy Melton,37,3,2,1,3,8.0,2,1
Amy Spence,53,5,4,1,2,7.5,2,1
Helen Benson,93,8,2,1,1,6.0,1,1
Teresa Cook,81,8,1,1,1,6.5,1,1
Melanie Anderson,13,1,1,1,2,9.0,3,1
David Perkins,36,3,4,2,2,7.5,2,1
Anna Jackson,26,2,3,1,2,10.0,3,1
Jacqueline Elliott,98,8,3,3,1,9.5,3,1
Desiree Adams,52,5,1,3,3,6.0,1,2
Crystal Barber,48,4,2,2,1,7.0,2,1
Jasmine Dougherty,30,3,4,1,2,6.5,1,2
Julie Patterson,55,5,2,3,2,8.5,2,1
David Taylor,93,8,4,1,1,7.0,2,1
Robert Anderson,53,5,1,1,1,6.0,1,1
Robin Nelson,73,7,1,1,1,7.0,2,1
Nicholas Wheeler,39,3,2,3,2,5.5,1,1
Keith Burns,77,7,4,1,2,9.5,3,1
Rodney Butler,64,6,1,1,2,10.0,3,1
Stephanie Ramirez,52,5,1,1,1,8.5,2,1
Dr. Stacy Greer PhD,68,6,3,1,1,7.5,2,1
Chelsea Ryan,90,8,1,2,1,7.5,2,1
Melissa Melton,39,3,1,2,2,7.5,2,2
Jennifer Miller,33,3,1,1,1,10.5,3,2
Lisa Wright,29,2,1,1,2,3.5,1,1
William Davis,56,5,3,1,1,6.5,1,1
Michael Hunt,41,4,1,3,1,5.5,1,2
Heather Bradford,46,4,2,1,1,8.5,2,2
Carol Mcgrath,49,4,1,1,1,6.0,1,1
Edward Hunter,40,4,4,3,1,3.5,1,1
Nicole Kim,67,6,1,2,1,7.5,2,1
Randy Wolfe,60,6,1,2,3,7.0,2,2
Wendy Thompson MD,73,7,4,1,1,8.0,2,1
Kimberly Long,52,5,2,1,1,6.0,1,1
Zachary Dean,30,3,1,1,1,7.5,2,1
Daniel Walker,48,4,4,2,1,7.5,2,1
Amanda Whitehead,24,2,2,1,2,9.0,3,3
Natasha Garcia,8,1,1,1,1,9.0,3,1
Eric Zimmerman,33,3,1,1,3,7.0,2,1
Erin Castillo,23,2,3,1,1,7.5,2,2
Sarah Reynolds,51,5,1,1,3,8.0,2,1
Sandra Morris,32,3,3,1,3,7.5,2,1
Robert House,47,4,1,1,3,9.0,3,1
Ryan Roberts,95,8,4,1,2,7.5,2,1
Alyssa Gregory,18,1,2,1,1,9.5,3,1
Teresa Allison,82,8,2,1,3,5.5,1,1
Alexander Davidson,55,5,1,1,2,4.0,1,1
Erin Logan DVM,81,8,2,1,1,7.0,2,1
Misty Harmon,17,1,3,1,2,7.5,2,1
Patricia Brown,59,5,1,1,1,6.0,1,1
William Caldwell,60,6,3,2,2,4.0,1,3
Margaret Hogan,69,6,3,1,1,7.5,2,1
Angela Coleman,63,6,3,1,1,7.5,2,1
Ian Patterson,16,1,4,1,1,7.5,2,1
Barbara Greene,56,5,1,1,2,8.0,2,1
Angela Roberts,78,7,1,1,1,6.0,1,1
Christopher Kelley,96,8,1,1,2,8.0,2,1
Kyle Swanson DDS,62,6,1,2,1,8.0,2,2
Terry Boyd,43,4,4,1,2,6.5,1,2
Michael Gutierrez,16,1,4,1,2,10.0,3,1
Tanya Rosario,73,7,2,3,1,8.5,2,2
Vincent Burns,44,4,3,1,3,6.0,1,1
Dustin Wright,41,4,2,1,1,9.5,3,1
Gregory Nelson,14,1,1,1,3,7.0,2,1
Brandon Griffin,39,3,1,1,1,5.5,1,3
Jared Davis,95,8,1,1,1,8.5,2,2
Sarah Watkins,20,2,4,1,1,10.0,3,1
Patricia Montgomery,30,3,2,1,1,9.0,3,1
Angela Zhang,73,7,4,1,3,3.5,1,1
Debra Payne,40,4,1,1,2,9.0,3,1
Alexandra Allen,27,2,1,1,2,10.0,3,1
Michael Torres,61,6,1,2,1,6.5,1,1
Jacob Aguirre,36,3,4,1,3,8.0,2,1
Kimberly Flowers,56,5,2,1,2,8.0,2,1
Wendy Williams,52,5,1,1,3,10.5,3,2
Michael Vang,52,5,1,1,3,9.0,3,2
Joseph Castro,45,4,2,1,1,5.0,1,2
Phillip Guzman,55,5,2,1,1,8.5,2,1
Dana Hartman,51,5,3,2,3,5.5,1,1
John Martinez,30,3,2,1,2,10.0,3,3
Tiffany James,59,5,2,1,1,6.5,1,1
Robert Jones,66,6,3,1,2,8.0,2,1
Haley Duncan,34,3,3,1,1,5.5,1,1
Laura Garcia,34,3,2,2,1,6.0,1,3
Robert Sims,68,6,1,1,3,7.5,2,3
Christine Francis,62,6,1,2,2,4.5,1,1
Reginald Barnes,25,2,4,1,1,8.0,2,1
Mary Snyder,35,3,1,1,3,8.0,2,1
Daniel Russell,31,3,4,1,1,10.0,3,1
Brian Johnston,68,6,2,3,2,6.0,1,1
Dave Terrell,30,3,1,1,2,6.0,1,1
Kevin Turner,20,2,1,1,1,7.0,2,1
Timothy Stewart,16,1,1,1,1,8.0,2,1
Laura Garrett,46,4,2,2,1,8.5,2,1
Lisa Mason,17,1,2,1,1,9.0,3,1
Nathan Peters,64,6,4,1,1,8.0,2,1
Austin Nelson,15,1,2,1,1,9.0,3,1
Edward Moore,38,3,1,1,2,6.5,1,1
Catherine Lambert,8,1,4,1,1,8.0,2,1
Michael Lee,25,2,1,3,1,8.0,2,2
Anna Rodriguez,31,3,2,1,2,7.0,2,1
Alison Singleton,38,3,3,1,3,8.5,2,3
Rita Fisher,12,1,4,3,2,7.0,2,1
John Johnson,8,1,3,1,2,10.0,3,1
John Gallegos,25,2,2,1,3,8.5,2,1
Anne Jones,49,4,1,1,1,6.5,1,3
Ian Hughes,46,4,2,1,2,5.5,1,2
Brooke Andrews,63,6,1,1,2,8.5,2,2
Michelle Gomez,74,7,3,2,3,4.5,1,1
Shawn Simmons,75,7,1,1,1,8.0,2,2
Tony Stokes,71,7,3,2,1,4.5,1,1
Katie Bass,48,4,4,1,1,5.0,1,1
Ashley Brown,32,3,2,2,1,7.0,2,2
Brenda Stewart,61,6,1,1,1,4.0,1,1
David Bond,27,2,2,2,1,8.5,2,1
Alicia Smith,85,8,1,1,1,8.5,2,1
Taylor Walsh,37,3,2,1,2,9.0,3,1
Heather Ponce,60,6,2,1,2,9.0,3,2
Robin Rowe,30,3,4,3,2,9.0,3,2
Brian Santos,95,8,4,2,3,6.0,1,1
Jonathan Garcia,39,3,1,1,1,7.0,2,1
Julie Garza,91,8,2,2,2,7.5,2,2
Patricia Klein,18,1,3,1,3,5.5,1,1
Zachary Mayer,73,7,1,1,1,8.0,2,1
Joanne Lopez,48,4,1,1,2,7.0,2,1
Jennifer Porter,61,6,3,1,3,4.0,1,1
Carlos Robinson,44,4,4,1,3,7.5,2,2
Robert Peterson,11,1,1,2,2,11.0,3,1
Jennifer Dougherty,41,4,1,1,1,3.5,1,2
Melissa Morris,76,7,3,1,1,8.5,2,1
Zachary Villanueva,16,1,1,1,1,9.5,3,1
Samuel Stark,73,7,1,1,2,9.0,3,1
Kimberly Adams,44,4,1,1,2,9.5,3,1
Ms. Elizabeth Lopez,83,8,1,1,1,7.5,2,1
Rita Woodward,49,4,1,3,1,8.0,2,3
Denise Conley,41,4,2,1,1,8.5,2,1
Keith Stevens,14,1,1,1,1,8.0,2,1
Johnny Allen,11,1,3,2,1,7.0,2,1
James Anderson,77,7,1,1,1,8.0,2,1
Laura Nixon,32,3,1,1,3,5.0,1,1
Melanie Hughes,15,1,2,1,1,7.0,2,1
Brian Hogan,94,8,1,1,2,8.0,2,1
Ashley Ford,32,3,1,3,2,7.0,2,2
Michelle Foster,56,5,1,3,2,4.0,1,3
Michael Johnson,85,8,3,2,3,7.5,2,1
Courtney Hill,55,5,4,1,3,7.5,2,1
Jill Hart,13,1,2,1,1,8.0,2,1
Jill Alexander,62,6,1,1,1,9.0,3,1
Breanna Gallegos,73,7,2,1,1,7.0,2,3
Jordan Aguilar,43,4,2,1,2,9.0,3,3
Katelyn James,25,2,4,1,3,6.5,1,2
Johnny Lee,11,1,2,1,1,8.5,2,1
Jacqueline Johnson,9,1,1,3,1,9.0,3,1
Alexis Webb,13,1,4,1,1,10.5,3,1
Sandra Maxwell,29,2,1,1,1,6.0,1,1
Lisa Johnson,86,8,4,1,3,7.0,2,1
Brett Livingston,54,5,1,1,3,6.5,1,1
Patrick Jennings,54,5,3,1,2,8.5,2,1
Jeffrey Carroll,53,5,3,1,3,6.0,1,1
Jeffrey Fields DDS,70,7,1,1,1,6.0,1,1
Kristine Davidson,47,4,2,2,1,8.0,2,1
Barbara Garcia,36,3,1,1,1,6.5,1,1
Kimberly Brown,73,7,1,1,2,6.5,1,1
Michael Nelson,37,3,2,1,1,5.0,1,2
Laurie Smith DVM,31,3,2,1,1,8.5,2,1
Nicole Williams,25,2,2,1,1,5.5,1,1
Jamie Norton,47,4,2,1,1,8.0,2,1
Robert Perkins,58,5,1,1,1,6.5,1,2
Joseph Floyd DVM,12,1,1,1,2,6.0,1,1
Jonathan Barber,14,1,1,1,1,7.5,2,1
Thomas Martin,75,7,2,1,2,8.5,2,1
Tyler Mcconnell,70,7,4,2,1,7.0,2,2
Ricky Gonzalez,48,4,2,1,1,8.0,2,2
Robert Scott,61,6,1,1,1,8.5,2,1
Wesley Ward,13,1,1,2,1,9.0,3,1
Jeanne Johnson,79,7,1,1,1,9.5,3,1
Barbara Alvarado,33,3,1,2,1,5.5,1,1
Luis Bradley,16,1,1,1,1,6.0,1,1
Michael Carter,98,8,2,1,3,7.0,2,1
Chloe Phillips MD,65,6,1,1,1,7.0,2,1
Taylor Harvey,30,3,3,1,1,7.5,2,1
Mr. Victor Jackson,20,2,2,2,2,5.0,1,1
Nicole Harvey,66,6,2,1,1,10.0,3,1
Lucas Schroeder,68,6,2,1,1,6.5,1,1
Brandy Green,29,2,1,1,1,7.0,2,2
Eric Smith,67,6,3,2,3,5.0,1,3
Rebecca Tate MD,33,3,4,2,3,6.5,1,1
Pamela Lopez,19,1,3,1,3,9.5,3,1
Paul Daniels,67,6,2,1,3,5.0,1,1
Michelle Robinson,63,6,1,3,2,5.5,1,2
Blake Miller,52,5,4,1,2,7.5,2,2
Timothy Simmons,40,4,3,1,3,10.0,3,2
Melissa Carroll,39,3,3,2,2,9.0,3,1
Dr. Darlene Perez,61,6,3,1,3,6.0,1,1
Lisa Thomas,8,1,1,1,2,9.5,3,1
Samantha Marshall,11,1,4,1,1,9.0,3,1
Amanda Weber,38,3,4,1,3,6.5,1,1
Todd Butler,18,1,2,1,1,5.5,1,1
Adriana Miranda,43,4,1,3,1,6.5,1,1
Deanna Roy,54,5,1,1,1,7.5,2,1
Kelly Mason,77,7,1,2,2,5.0,1,1
Anna Johnson,31,3,1,1,1,9.0,3,1
Mary Murray,47,4,1,1,1,6.5,1,1
Lisa Mccarthy,69,6,2,2,1,5.0,1,1
Erin Lewis,14,1,4,1,1,9.5,3,1
Amanda Davis,9,1,1,1,3,6.5,1,1
Jessica Smith,82,8,1,3,2,10.5,3,1
John Peterson,31,3,3,1,2,9.0,3,2
Brandy Torres,41,4,2,1,1,6.5,1,3
Ronald Miller,33,3,1,2,2,8.5,2,1
Michael Massey,30,3,1,1,2,7.5,2,1
Jared Perez,98,8,4,1,1,5.5,1,1
Robert Obrien,15,1,4,1,1,8.0,2,1
Amanda Roach,37,3,3,2,1,7.5,2,2
Samantha Crane,44,4,2,1,1,9.5,3,1
Mark Brown,53,5,1,2,2,11.0,3,2
Larry Kelley,34,3,2,2,1,6.0,1,1
Dr. Carol Johnson,72,7,2,1,1,7.5,2,1
Nicholas Sampson,20,2,1,1,3,9.0,3,1
Maureen Robinson,71,7,3,1,1,7.0,2,3
Sarah Hayden,19,1,4,1,2,10.5,3,1
Jennifer Bowman,82,8,1,1,1,9.0,3,2
Dustin Mccullough,33,3,1,2,1,7.0,2,1
Christopher Wright,44,4,1,3,1,7.0,2,1
Johnny Figueroa,43,4,3,1,3,6.5,1,1
Dawn Reyes,18,1,2,1,2,9.0,3,1
Andrew Martinez,18,1,2,1,1,12.0,3,1
Patricia Dudley,71,7,1,1,2,10.5,3,1
Mrs. Jennifer Castro,76,7,1,1,2,6.0,1,1
Samantha Combs,42,4,4,1,3,7.0,2,2
Kaitlyn Martin,38,3,4,1,1,6.5,1,1
Mary Lewis,39,3,1,3,3,5.0,1,1
Chad Fitzgerald,37,3,3,1,1,5.0,1,3
Steven Nunez,18,1,1,1,2,7.5,2,1
Samantha Hunt,29,2,3,2,2,7.0,2,3
Robin Rivera,30,3,1,2,2,9.5,3,1
Michelle Armstrong,8,1,1,1,2,8.0,2,1
Jacob Moore,9,1,3,1,1,7.5,2,1
Veronica Roberts,20,2,1,1,1,7.5,2,1
Larry Daniels,50,5,1,1,2,6.0,1,1
John Ramirez,41,4,2,1,1,8.5,2,1
David Hess,64,6,1,1,3,7.5,2,1
Steven Davis,45,4,1,1,1,5.0,1,1
Keith Neal,15,1,2,1,1,10.0,3,1
Tara Stewart,9,1,1,1,1,6.5,1,1
Cindy Schwartz,14,1,1,1,2,6.0,1,1
Scott White,22,2,1,2,2,9.0,3,1
Paul Perez,18,1,3,1,1,9.5,3,1
Christina Myers,52,5,4,1,3,8.0,2,1
Martin Dixon,56,5,1,1,1,8.0,2,3
Russell Jackson,47,4,1,1,2,6.5,1,1
Robert Brown,42,4,3,2,1,7.0,2,1
Dominic Foster,37,3,3,1,3,7.5,2,1
Marvin Gibson,28,2,2,1,1,5.5,1,1
Hannah Smith,75,7,4,1,3,7.0,2,2
Xavier West,76,7,1,2,3,5.0,1,3
Anna Lee,91,8,2,1,1,7.5,2,1
Mark Phillips,75,7,2,1,1,9.0,3,2
Andrew Garcia,94,8,1,1,1,8.5,2,1
Dr. Brandon Glover,53,5,2,1,2,6.0,1,1
James Williams,84,8,3,1,1,7.0,2,1
Carl Peters,85,8,2,1,1,6.0,1,1
Marcia Martinez,63,6,1,1,1,5.0,1,1
Tiffany English,68,6,3,3,3,5.5,1,1
Michael Anderson,55,5,2,1,1,6.5,1,1
Todd Owens,15,1,1,1,1,10.0,3,1
Stephanie Stephens,68,6,3,1,1,7.5,2,1
Adam Davenport,70,7,1,2,2,7.5,2,1
Sean Thomas,41,4,2,2,1,9.0,3,1
Nicole Johnson,17,1,1,2,2,3.0,1,1
Michael Lara,17,1,1,1,1,9.0,3,1
Michael Allen,34,3,4,1,3,8.0,2,1
Amy Cameron,53,5,3,1,3,5.0,1,1
Justin Ford,19,1,4,3,1,6.0,1,1
Joseph Leach,72,7,2,1,1,6.5,1,1
Rebecca Jones,44,4,2,2,1,8.0,2,2
Logan Baker,61,6,3,1,3,7.5,2,2
Christopher Rivera,51,5,1,1,2,8.0,2,3
Barbara Hanson,56,5,4,2,2,6.5,1,3
Kevin Reese,51,5,2,1,1,6.5,1,1
Steven Bowman,44,4,1,1,1,9.0,3,1
Randall Lucas,55,5,1,1,3,8.5,2,1
Erin Gomez,14,1,4,2,3,8.0,2,1
Earl Hernandez,11,1,2,1,3,10.0,3,1
John Yu,14,1,2,3,1,8.5,2,1
Thomas Spears,50,5,1,1,1,8.0,2,1
Cheryl Key,33,3,3,2,1,7.5,2,1
Amber Barnes,89,8,1,2,3,8.5,2,1
Charlotte Stewart,95,8,1,2,3,4.0,1,1
Laura Jones,38,3,3,1,1,7.0,2,1
Jane Barrera,38,3,3,3,1,6.0,1,2
Robert Howard,97,8,2,2,2,7.5,2,1
Sean Mays,48,4,2,1,1,9.5,3,1
Andrew Williams,96,8,2,1,1,7.0,2,1
Maria Harvey,31,3,2,1,1,8.5,2,1
Stephen Jefferson,78,7,3,1,2,6.0,1,1
Lori Hernandez,80,8,4,1,1,8.5,2,1
Scott Ali,12,1,4,2,1,10.5,3,1
Crystal Best,83,8,2,1,1,8.5,2,1
Robert Chandler,35,3,1,2,2,8.0,2,2
Jennifer Lawrence,52,5,2,1,1,8.0,2,1
Courtney Reed,39,3,3,1,1,8.5,2,2
Gina Velasquez,54,5,1,1,2,8.0,2,1
Joseph Martinez,27,2,2,2,1,8.5,2,2
David Weeks,63,6,3,1,2,4.5,1,2
Kimberly Clements,87,8,4,1,3,6.0,1,1
Jeffrey Anderson,87,8,2,1,1,7.0,2,2
Joseph Barrett,29,2,1,2,3,7.0,2,1
Michael Jarvis,17,1,2,3,3,8.0,2,1
Mr. Andrew Huynh,13,1,1,1,1,7.0,2,1
Roberta Owens,92,8,3,1,3,8.5,2,1
Kelly Gutierrez,59,5,1,1,3,5.5,1,1
Jeremiah Mccall,10,1,1,1,1,9.5,3,1
Chase Morgan,21,2,1,1,1,8.0,2,1
Natasha Schneider,93,8,2,2,2,7.0,2,1
Tony Daugherty,17,1,4,2,3,8.5,2,1
Nicholas Jones,35,3,2,1,1,6.5,1,2
Kyle Lucero,73,7,2,1,1,7.0,2,1
Lisa Daniel,81,8,2,2,1,7.0,2,1
Crystal Hernandez,56,5,4,1,2,7.5,2,1
Marcus Johnson,64,6,1,1,2,10.5,3,2
Emily Decker,40,4,1,1,2,8.0,2,2
Laura Martinez,20,2,1,1,2,7.0,2,1
Alison Taylor,60,6,2,1,2,6.0,1,1
Janice Giles,73,7,1,1,2,5.0,1,1
Marilyn Johnson,74,7,1,1,1,10.5,3,3
Justin Burns,43,4,1,1,3,6.0,1,1
Tami Buchanan,25,2,3,1,2,8.0,2,1
Tammy Wilson,57,5,1,1,1,5.5,1,1
